Código executado via script automatizador de testes.
12:34:57, 22/07/17, Saturday
params: -E 3600 -A 1024 -p 1 -n 10 -a 2 -b 8 -r 0.9 -t 100000 -g 10 -m 25 -M -d 0.9 -N 100 -v -k 28

-------------------------------------------------
COLORANT
-------------------------------------------------
Parameters:
  Alpha..................................: 2.00
  Beta...................................: 8.00
  Rho....................................: 0.90
  Ants...................................: 1024
  Pheromone scheme.......................: All ants + Best ant + Best colony
  Change pheromone scheme after 10 iterations.
  Memory Usage:
	Memory size......................: 256 (25 of 1024 - ants)
	Delta............................: 0.90
-------------------------------------------------
TABUCOL
-------------------------------------------------
Parameters:
  Iterations.............................: 100000
  Change tabucol scheme after 100 cycles.
	Initial scheme: Dynamic
  Apply tabu search only on the best ant.
-------------------------------------------------
GENERAL Options
-------------------------------------------------
  CPU threads............................: 24
  K......................................: 28
  Time...................................: 3600.00
  Seed...................................: 160005651778746 (nrand)
  Running on verbose mode.
-------------------------------------------------
Cycle 1 - Conflicts found: 50 (edges), 89 (vertices)
Cycle 1278 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1279 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1280 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1281 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1282 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1283 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1284 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1285 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1286 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1287 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1288 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1289 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1290 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1291 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1292 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1293 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1294 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1295 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1296 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1297 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1298 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1299 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1300 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1301 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1302 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1303 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1304 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1305 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1306 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1307 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1308 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1309 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1310 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1311 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1312 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1313 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1314 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1315 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1316 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1317 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1318 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1319 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1320 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1321 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1322 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1323 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1324 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1325 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1326 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1327 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1328 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1329 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1330 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1331 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1332 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1333 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1334 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1335 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1336 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1337 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1338 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1339 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1340 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1341 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1342 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1343 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1344 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1345 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1346 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1347 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1348 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1349 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1350 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1351 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1352 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1353 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1354 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1355 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1356 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1357 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1358 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1359 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1360 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1361 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1362 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1363 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1364 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1365 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1366 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1367 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1368 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1369 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1370 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1371 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1372 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1373 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1374 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1375 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1376 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1377 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1378 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1379 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1380 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1381 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1382 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1383 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1384 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1385 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1386 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1387 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1388 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1389 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1390 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1391 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1392 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1393 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1394 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1395 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1396 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1397 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1398 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1399 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1400 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1401 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1402 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1403 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1404 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1405 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1406 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1407 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1408 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1409 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1410 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1411 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1412 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1413 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1414 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1415 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1416 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1417 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1418 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1419 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1420 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1421 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1422 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1423 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1424 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1425 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1426 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1427 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1428 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1429 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1430 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1431 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1432 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1433 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1434 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1435 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1436 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1437 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1438 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1439 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1440 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1441 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1442 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1443 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1444 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1445 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1446 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1447 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1448 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1449 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1450 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1451 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1452 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1453 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1454 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1455 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1456 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1457 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1458 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1459 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1460 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1461 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1462 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1463 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 1464 - Conflicts found: 39 (edges), 70 (vertices)

-------------------------------------------------
SOLUTION:
-------------------------------------------------
No. of colors utilized.............: 28
No. of conflicting edges...........: 39
No. of conflicting vertices........: 70
Real time..........................: 3601.399924
Spent Time.........................: 3601.399923
Spent time (ACO)...................: 877.758712
Spent time (LS)....................: 2723.64121
Time to the best...................: 642.028559
Total of cycles....................: 1464
Cycles to the best.................: 236
Stop criterion.....................: 2
-------------------------------------------------
